,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,City_State,City
53689,2018,9,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",149,35,7.31,3.02,9.48,0,15.19,0,0,2595,315,244,487,0,1549,"Fort Myers, FL",Fort Myers
53690,2018,9,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",917,131,43.03,7.85,34.64,0,45.48,0,0,6808,1985,843,1566,0,2414,"San Diego, CA",San Diego
53691,2018,9,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",330,70,22.4,10.23,17.29,0,20.08,1,2,4860,1200,884,641,0,2135,"San Antonio, TX",San Antonio
53693,2018,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",902,230,40.38,8.84,144.57,0,36.21,0,0,12498,2825,736,5798,0,3139,"Seattle, WA",Seattle
53694,2018,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",5283,811,176.31,32.4,386.24,1,215.05,13,5,57991,13071,3044,21039,32,20805,"San Francisco, CA",San Francisco
53695,2018,9,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",178,28,5.84,1.06,8.14,0,12.96,0,0,1777,588,98,265,0,826,"San Jose, CA",San Jose
53697,2018,9,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",212,33,11.5,0.56,7.39,0,13.55,0,0,2170,863,46,244,0,1017,"Salt Lake City, UT",Salt Lake City
53698,2018,9,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",322,65,19.43,6.49,15.13,0,23.95,0,0,4299,771,942,612,0,1974,"Sacramento, CA",Sacramento
53699,2018,9,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",532,61,19.34,4.82,16.42,0,20.42,3,1,2925,741,374,514,0,1296,"Santa Ana, CA",Santa Ana
53702,2018,9,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",133,21,6.31,1.36,4.75,0,8.58,0,0,1064,182,112,335,0,435,"St. Louis, MO",St. Louis
53704,2018,9,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",522,107,21.65,9.55,47.46,0,28.34,0,6,7100,1308,1683,1977,0,2132,"Tampa, FL",Tampa
53710,2018,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3362,464,128.6,20.3,133.57,1.75,179.78,33,5,23437,6803,1450,5168,68,9948,"Atlanta, GA",Atlanta
53711,2018,9,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1871,271,89.73,9.88,59.24,0.1,112.05,7,0,12663,3945,658,2525,9,5526,"Austin, TX",Austin
53714,2018,9,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2970,364,121.92,13.61,55.35,0,173.12,27,1,17849,5646,1219,1902,0,9082,"Nashville, TN",Nashville
53716,2018,9,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",981,214,57.89,5.18,102.6,0,48.33,16,3,12229,2645,462,6095,0,3027,"Boston, MA",Boston
53719,2018,9,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5673,685,196.58,28.61,194.18,1.85,263.77,88,30,37825,10962,2125,9264,81,15393,"Baltimore, MD",Baltimore
53721,2018,9,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",566,80,26.16,0.31,11.6,0,41.94,3,0,3825,1077,11,405,0,2332,"Cleveland, OH",Cleveland
53722,2018,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",275,42,12.59,0.61,16.9,0,11.9,27,0,1726,522,26,653,0,525,"Charlotte, NC",Charlotte
53723,2018,9,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",890,139,51.08,7.76,21.92,0.99,57.25,3,2,8062,2277,780,772,78,4155,"Columbus, OH",Columbus
53725,2018,9,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",256,31,11.05,0,3.38,0,16.57,3,0,2042,800,0,163,0,1079,"Cincinnati, OH",Cincinnati
53726,2018,9,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5129,746,185.17,26.43,244.38,1.23,288.79,77,46,44345,10546,2080,15741,38,15940,"Dallas, TX",Dallas
53727,2018,9,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1245,205,48.11,5.61,80.32,0,70.96,15,9,11070,2425,247,3803,0,4595,"Washington, DC",Washington
53728,2018,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5521,740,225.17,16.36,137.69,3.26,357.53,38,2,36949,11706,1176,4833,217,19017,"Denver, CO",Denver
53730,2018,9,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",556,73,17.82,2.3,14.2,0.53,38.15,3,0,3399,862,99,554,80,1804,"Detroit, MI",Detroit
53733,2018,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",541,166,37.65,4.73,92.87,1.65,29.11,3,1,9910,2340,215,5199,133,2023,"Newark, NJ",Newark
53734,2018,9,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1771,173,63.73,13.58,26.9,0,68.8,6,4,9755,3432,731,846,0,4746,"Fort Lauderdale, FL",Fort Lauderdale
53738,2018,9,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4068,715,174.6,19.61,282.56,1.02,237.21,40,5,35462,9429,1412,11967,49,12605,"Houston, TX",Houston
53740,2018,9,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",197,25,11.01,0.81,7.87,0,5.31,0,0,1671,799,46,531,0,295,"Washington, DC",Washington
53742,2018,9,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",842,127,48.24,4.1,20.62,0,54.03,1,0,7503,3317,350,710,0,3126,"Indianapolis, IN",Indianapolis
53745,2018,9,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6090,698,202.19,10.53,137.21,2.32,345.74,34,6,32555,10789,623,5245,80,15818,"Las Vegas, NV",Las Vegas
53746,2018,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3537,491,140.83,11.9,121.76,1.55,214.96,56,2,23053,7069,516,4008,56,11404,"Los Angeles, CA",Los Angeles
53748,2018,9,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",909,227,55.95,9.08,119.09,0,42.88,14,8,11641,3199,586,5719,0,2137,"New York, NY",New York
53752,2018,9,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2063,264,96,7.85,41.22,0,118.93,15,1,16110,6356,922,1749,0,7083,"Kansas City, MO",Kansas City
53753,2018,9,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2729,357,142.83,5.99,65.64,2,140.54,17,0,20268,8998,545,2406,52,8267,"Orlando, FL",Orlando
53754,2018,9,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6736,906,216.57,27.92,284.54,0.2,376.76,91,28,45976,11064,2490,12280,9,20133,"Chicago, IL",Chicago
53757,2018,9,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",877,117,32.76,4.41,18.5,0,61.33,2,1,6402,1571,271,660,0,3900,"Milwaukee, WI",Milwaukee
53758,2018,9,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",685,110,29.45,2.33,33.12,1,44.11,4,1,5965,1281,118,1920,81,2565,"Minneapolis, MN",Minneapolis
53759,2018,9,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1551,217,72.61,9.48,43.1,0.69,91.12,9,3,11742,3766,1166,1473,50,5287,"New Orleans, LA",New Orleans
53760,2018,9,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3381,446,141.3,4.78,58.95,2.89,238.08,45,2,22222,8662,182,1864,237,11277,"Oakland, CA",Oakland
53766,2018,9,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1229,154,42.54,0.27,16.2,1.48,93.52,3,1,6083,1523,25,522,171,3842,"Portland, OR",Portland
53767,2018,9,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",669,129,44.95,6.68,50.31,0,27.06,5,1,6813,2677,349,2398,0,1389,"Philadelphia, PA",Philadelphia
53768,2018,9,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4888,662,208.98,11.85,85.06,18.97,337.15,39,8,35369,10792,1103,3596,2897,16981,"Phoenix, AZ",Phoenix
53769,2018,9,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",716,93,36.47,5.96,11.5,1,38.07,2,0,4210,1550,267,609,110,1674,"Pittsburgh, PA",Pittsburgh
53773,2018,9,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",829,122,47.01,7.49,23.89,0,43.61,69,0,5455,1883,429,730,0,2413,"Raleigh/Durham, NC",Raleigh/Durham
53777,2018,9,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",252,36,16.99,0,0.98,0,18.03,0,1,2032,928,0,30,0,1074,"Fort Myers, FL",Fort Myers
53778,2018,9,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3171,369,115.99,6.62,64.77,2.44,179.17,15,7,16836,5103,419,1948,113,9253,"San Diego, CA",San Diego
53779,2018,9,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1335,192,70.74,8.76,29.84,0.98,81.67,11,10,10293,3578,613,1303,177,4622,"San Antonio, TX",San Antonio
53781,2018,9,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1109,322,48.09,5.29,206.93,0.17,61.51,4,1,14212,2439,667,7605,5,3496,"Seattle, WA",Seattle
53782,2018,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1404,285,52.34,2.29,130.39,1.97,98.02,38,0,15046,2589,162,6525,225,5545,"San Francisco, CA",San Francisco
53783,2018,9,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",2517,290,95.85,1.93,30.26,0,161.96,16,1,14006,5102,127,957,0,7820,"San Jose, CA",San Jose
53785,2018,9,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",881,120,44.25,0.96,19.63,0.04,55.12,3,0,5641,2257,187,642,8,2547,"Salt Lake City, UT",Salt Lake City
53786,2018,9,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2375,278,84.44,1,28.84,0.21,163.51,11,1,12604,4274,29,850,26,7425,"Sacramento, CA",Sacramento
53787,2018,9,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1323,149,47.4,0.4,21.22,0,79.99,4,0,5020,1447,25,570,0,2978,"Santa Ana, CA",Santa Ana
53788,2018,9,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3171,396,124.1,7.15,45.87,2,216.87,20,0,23408,7283,577,1797,128,13623,"St. Louis, MO",St. Louis
53789,2018,9,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1857,233,83.65,5.98,47.78,2.16,93.43,11,4,12341,4742,280,1649,87,5583,"Tampa, FL",Tampa
53796,2018,9,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2032,286,40.53,15.3,88.16,0,142.01,23,6,17490,3348,1570,3249,0,9323,"Atlanta, GA",Atlanta
53798,2018,9,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",37,2,2,0,0,0,0,0,0,47,47,0,0,0,0,"Austin, TX",Austin
53805,2018,9,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",57,14,4.02,0,6.44,0,3.54,0,1,845,156,0,321,0,368,"Nashville, TN",Nashville
53806,2018,9,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",366,86,9.83,1.87,42.18,0,32.12,1,0,6852,609,276,3297,0,2670,"Boston, MA",Boston
53811,2018,9,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",193,27,12.32,0,4.03,0,10.65,1,1,1966,1001,0,167,0,798,"Baltimore, MD",Baltimore
53818,2018,9,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",366,53,15.66,1.14,14.53,0,21.68,5,0,2857,684,109,815,0,1249,"Cleveland, OH",Cleveland
53819,2018,9,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",193,31,7.43,1.01,17.51,0,5.06,2,0,1783,288,69,863,0,563,"Charlotte, NC",Charlotte
53820,2018,9,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",24,2,0,0,1,0,1,0,0,79,0,0,16,0,63,"Columbus, OH",Columbus
53822,2018,9,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",750,139,29.64,2.91,24.68,0,81.77,1,0,11234,2182,988,1471,0,6593,"Cincinnati, OH",Cincinnati
53824,2018,9,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",166,30,7.07,1.31,14.01,0,7.6,0,0,2380,359,264,1362,0,395,"Washington, DC",Washington
53825,2018,9,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",202,43,10.03,1.35,25.59,0,6.03,0,3,2427,555,110,1373,0,389,"Dallas/Fort Worth, TX",Dallas/Fort Worth
53827,2018,9,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1578,175,33.16,9.59,42.44,0,89.81,4,2,13929,4068,1487,1836,0,6538,"Detroit, MI",Detroit
53829,2018,9,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",148,43,3.7,0,29.34,0,9.95,0,0,3242,135,0,2248,0,859,"Newark, NJ",Newark
53830,2018,9,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",30,6,2.06,0,3,0,0.94,0,0,339,229,0,79,0,31,"Fort Lauderdale, FL",Fort Lauderdale
53839,2018,9,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",84,19,6.43,0,5.86,0,6.71,0,0,1692,567,0,236,0,889,"Washington, DC",Washington
53840,2018,9,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",178,39,10.27,0.04,24.54,0,4.14,0,0,1697,533,5,888,0,271,"Houston, TX",Houston
53842,2018,9,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",237,52,12.91,0.17,17.83,0,21.1,1,0,2881,653,23,657,0,1548,"Indianapolis, IN",Indianapolis
53844,2018,9,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1927,380,56.4,12.21,211.86,0,99.53,11,1,33873,5413,1480,18023,0,8957,"New York, NY",New York
53846,2018,9,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2439,568,62.77,13.82,367.91,0,123.5,32,9,49920,7565,1453,29830,0,11072,"New York, NY",New York
53850,2018,9,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",109,27,8.96,0,5.19,0,12.85,0,0,1614,342,0,273,0,999,"Kansas City, MO",Kansas City
53851,2018,9,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",60,9,4.5,0,0.72,0,3.79,0,1,462,271,0,50,0,141,"Orlando, FL",Orlando
53856,2018,9,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",51,11,1.99,0,3.6,0,5.41,0,0,701,175,0,184,0,342,"Milwaukee, WI",Milwaukee
53860,2018,9,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",990,126,22.28,3.41,45.12,0,55.19,1,2,9009,2533,198,2489,0,3789,"Minneapolis, MN",Minneapolis
53861,2018,9,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",80,14,2.39,0.12,6.16,0,5.34,0,0,859,148,16,196,0,499,"New Orleans, LA",New Orleans
53865,2018,9,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",36,5,0,0,3.82,0,1.18,0,0,897,0,0,788,0,109,"Chicago, IL",Chicago
53869,2018,9,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",155,42,6.28,0.81,24.97,0,9.94,0,0,3153,353,195,1924,0,681,"Philadelphia, PA",Philadelphia
53870,2018,9,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",239,46,13,2.15,12.39,0,18.46,4,0,3042,913,236,526,0,1367,"Pittsburgh, PA",Pittsburgh
53873,2018,9,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",612,99,21.42,5.84,28.45,0,43.3,2,2,6768,1709,607,1149,0,3303,"Raleigh/Durham, NC",Raleigh/Durham
53878,2018,9,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",84,13,3.87,0,3.85,0,5.28,2,0,814,261,0,172,0,381,"Fort Myers, FL",Fort Myers
53879,2018,9,9E,Endeavor Air Inc.,SAT,"San Antonio, TX: San Antonio International",94,14,2.9,1,4.51,0,5.59,0,0,847,143,265,149,0,290,"San Antonio, TX",San Antonio
53885,2018,9,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",150,23,3.75,0,6.68,0,12.57,4,1,1315,270,0,276,0,769,"St. Louis, MO",St. Louis
53888,2018,9,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",20,7,2.45,0,2.39,0,2.15,0,0,258,125,0,79,0,54,"Tampa, FL",Tampa
53898,2018,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",963,209,68.53,5.88,79.5,2.46,52.62,17,0,12035,4534,667,2603,299,3932,"Atlanta, GA",Atlanta
53899,2018,9,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",919,183,61.96,11.33,51.92,1.51,56.27,15,0,11989,3773,1191,2254,253,4518,"Austin, TX",Austin
53901,2018,9,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",579,114,42.64,5.98,38.77,0.03,26.59,10,0,6214,2534,547,1297,2,1834,"Nashville, TN",Nashville
53903,2018,9,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",2360,590,133.19,24.29,265.77,2.01,164.74,52,0,35834,7939,2330,12431,53,13081,"Boston, MA",Boston
53906,2018,9,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",466,98,29.43,6.03,30.46,0.21,31.87,10,2,4960,1236,628,1305,27,1764,"Baltimore, MD",Baltimore
53910,2018,9,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",257,51,19.29,5.11,9.97,0,16.63,7,0,2290,780,354,405,0,751,"Cleveland, OH",Cleveland
53911,2018,9,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8256,1188,353.76,45.43,408.31,4.28,376.22,186,22,72286,25137,2746,16980,535,26888,"Charlotte, NC",Charlotte
53912,2018,9,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",215,37,22.34,1.12,7.79,0.96,4.79,7,0,2745,1488,67,236,253,701,"Columbus, OH",Columbus
53914,2018,9,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",60,14,6.52,1.91,2.83,0,2.74,1,0,998,365,231,140,0,262,"Cincinnati, OH",Cincinnati
53915,2018,9,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1867,384,92.94,27.09,145.74,1.62,116.61,34,10,24633,6280,2041,7558,517,8237,"Washington, DC",Washington
53916,2018,9,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",844,188,66.06,6.69,51.03,1.09,63.14,12,0,11949,4179,707,2256,243,4564,"Denver, CO",Denver
53917,2018,9,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11701,2096,489.43,93.3,811.61,3.82,697.85,355,124,160964,42816,11311,52944,512,53381,"Dallas/Fort Worth, TX",Dallas/Fort Worth
53919,2018,9,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",440,84,27.91,6.43,25.83,1.1,22.73,4,2,4998,1626,536,1000,196,1640,"Detroit, MI",Detroit
53922,2018,9,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",580,197,35.35,6.02,113.2,2.02,40.41,4,0,12430,2170,534,6296,319,3111,"Newark, NJ",Newark
53924,2018,9,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",472,93,31.33,3.9,35.19,0,22.58,6,0,4322,1314,244,1136,0,1628,"Fort Lauderdale, FL",Fort Lauderdale
53929,2018,9,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",237,30,9.63,0,12.94,1.95,5.47,0,0,1868,828,0,413,270,357,"Honolulu, HI",Honolulu
53930,2018,9,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",263,62,20.29,2.1,21.93,0,17.69,3,0,3168,1126,55,936,0,1051,"Washington, DC",Washington
53931,2018,9,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",721,201,66.94,5.4,81.58,0,47.08,13,2,12852,4009,542,4173,0,4128,"Houston, TX",Houston
53934,2018,9,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",333,68,30.49,6.23,16.02,0,15.26,8,0,4362,1701,543,693,0,1425,"Indianapolis, IN",Indianapolis
53937,2018,9,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1532,322,81.18,6.5,179.57,1.14,53.61,13,5,19931,5938,379,8619,89,4906,"New York, NY",New York
53939,2018,9,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1160,229,85.48,9,61.52,1.37,71.63,12,1,12535,4869,839,2179,122,4526,"Las Vegas, NV",Las Vegas
53940,2018,9,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3403,511,176.36,32.94,143.81,2.46,155.43,35,2,35223,12342,2564,4943,325,15049,"Los Angeles, CA",Los Angeles
53941,2018,9,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1788,410,98.71,21.92,196.75,0.29,92.34,54,13,25311,6377,1942,10687,10,6295,"New York, NY",New York
53943,2018,9,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",466,98,38.94,4.9,21.61,0,32.55,10,0,5899,2074,370,953,0,2502,"Kansas City, MO",Kansas City
53944,2018,9,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1439,271,84.05,8.37,90.56,1.63,86.39,17,1,15832,5288,914,3287,306,6037,"Orlando, FL",Orlando
53948,2018,9,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3944,612,240.15,23.19,164.06,3.9,180.7,18,5,43683,20426,2138,5844,293,14982,"Miami, FL",Miami
53949,2018,9,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",159,21,10.27,1.57,5.74,0,3.42,3,0,1459,783,60,271,0,345,"Milwaukee, WI",Milwaukee
53951,2018,9,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",598,128,41.93,5.7,52.27,0,28.09,9,2,7572,2544,789,1892,0,2347,"Minneapolis, MN",Minneapolis
53952,2018,9,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",543,130,60.37,3.7,32.78,0,33.14,8,0,8533,4273,446,1315,0,2499,"New Orleans, LA",New Orleans
53954,2018,9,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",81,15,7.66,0,3.94,0.1,3.3,0,0,633,296,0,79,10,248,"Oakland, CA",Oakland
53959,2018,9,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5310,1025,268.42,48.08,400.19,3.28,305.03,76,18,78233,22524,4407,26786,535,23981,"Chicago, IL",Chicago
53962,2018,9,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",380,99,36.28,2.78,37.41,0.52,22.01,6,1,6309,2338,1054,1203,22,1692,"Portland, OR",Portland
53963,2018,9,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",4312,961,228.42,24.52,442.59,2.03,263.44,76,2,61735,17454,1801,22649,258,19573,"Philadelphia, PA",Philadelphia
53964,2018,9,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4289,634,189.58,24.48,217.64,1.45,200.85,49,4,46852,16834,2391,10264,113,17250,"Phoenix, AZ",Phoenix
53965,2018,9,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",520,120,37.99,8.01,32.91,1,40.08,7,0,7105,2258,418,1143,159,3127,"Pittsburgh, PA",Pittsburgh
53970,2018,9,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",844,178,60.28,8.66,58.41,0,50.65,53,1,10644,3526,1144,2209,0,3765,"Raleigh/Durham, NC",Raleigh/Durham
53973,2018,9,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",290,64,19.78,4.92,10.53,0,28.77,7,0,3957,889,474,352,0,2242,"Fort Myers, FL",Fort Myers
